0	2	1
0	4	2
0	6	3
0	8	4
0	9	5
0	11	6
0	13	7
0	14	8
0	16	9
0	17	10
0	19	11
0	20	12
0	22	13
0	23	14
0	25	15
0	26	16
0	28	17
0	29	18
0	30	19
0	32	20
0	33	21
0	35	22
0	36	23
0	38	24
0	39	25
0	41	26
0	43	27
0	44	28
0	46	29
0	47	30
0	49	31
0	50	32
0	52	33
0	54	34
0	56	35
0	57	36
0	59	37
0	60	38
0	62	39
0	64	40
0	65	41
0	67	42
0	69	43
0	70	44
0	72	45
0	74	46
0	76	47
0	77	48
0	79	49
0	80	50
0	82	51
0	84	52
0	85	53
0	87	54
0	89	55
0	91	56
0	92	57
0	94	58
0	96	59
0	97	60
0	99	61
0	101	62
0	102	63
0	104	64
0	105	65
0	107	66
0	109	67
0	110	68
0	112	69
0	114	70
0	115	71
0	117	72
0	119	73
0	120	74
0	122	75
0	124	76
0	125	77
0	127	78
0	129	79
0	130	80
0	132	81
0	133	82
0	135	83
0	136	84
0	137	85
0	139	86
0	141	87
0	142	88
0	144	89
0	145	90
0	147	91
0	148	92
0	150	93
0	152	94
0	153	95
0	155	96
0	157	97
0	159	98
0	160	99
0	162	100
